kpi_value_id,kpi_id,cirlce_id,user_id,value,period_year,period_month,created_at,updated_at
98,32,4,7,45.6148287680224,2022,11,2022-04-16 16:51:41.678090,2023-08-12 16:51:41.678304
99,47,2,2,11.650945606622187,2023,11,2022-04-23 16:51:41.678091,2023-03-16 16:51:41.678305
100,11,5,4,35.44967557839694,2021,9,2022-01-01 16:51:41.678091,2021-12-02 16:51:41.678306
101,36,1,1,41.5194430561813,2022,9,2023-08-29 16:51:41.678092,2022-09-29 16:51:41.678306
102,12,3,8,5000.0,2023,4,2023-06-27 16:51:41.678093,2022-09-19 16:51:41.678307
103,58,6,3,17.207397382000554,2023,7,2021-03-05 16:51:41.678094,2022-04-27 16:51:41.678308
104,12,5,5,26.023304736439833,2021,5,2021-03-05 16:51:41.678095,2022-09-30 16:51:41.678309
105,44,6,4,85.78840280109546,2021,11,2021-09-30 16:51:41.678096,2022-05-01 16:51:41.678310
106,30,6,8,58.95771368306654,2021,7,2022-06-10 16:51:41.678096,2021-12-25 16:51:41.678311
107,50,6,7,28.714490644357717,2022,7,2020-11-22 16:51:41.678097,2021-11-16 16:51:41.678312
108,40,5,6,99.77266968258559,2023,5,2021-04-02 16:51:41.678098,2022-09-10 16:51:41.678312
109,6,2,5,25.7920600019801,2021,8,2022-07-27 16:51:41.678099,2022-10-13 16:51:41.678313
110,42,4,5,51.37883371656904,2021,2,2021-01-27 16:51:41.678100,2021-11-28 16:51:41.678314
111,24,5,4,73.95197854992286,2021,11,2021-11-10 16:51:41.678101,2023-05-28 16:51:41.678315
112,41,5,4,69.13205405598512,2021,3,2022-12-06 16:51:41.678101,2023-03-23 16:51:41.678316
113,39,4,1,43.35026840560392,2022,3,2021-08-03 16:51:41.678102,2022-09-09 16:51:41.678316
114,32,6,10,77.69976922420457,2021,9,2021-04-16 16:51:41.678103,2023-08-26 16:51:41.678317
115,43,6,10,48.57941062410494,2021,1,2023-06-09 16:51:41.678104,2022-12-25 16:51:41.678318
116,13,3,3,71.54650675477161,2022,8,2023-02-13 16:51:41.678105,2022-01-08 16:51:41.678319
117,70,6,6,49.1376541177529,2020,1,2021-09-29 16:51:41.678106,2021-09-30 16:51:41.678320
118,12,2,7,97.14946851276203,2022,8,2023-09-12 16:51:41.678106,2023-02-25 16:51:41.678321
119,32,4,10,71.61799402916624,2023,4,2022-04-23 16:51:41.678107,2023-07-27 16:51:41.678321
120,29,5,9,9.137723642916374,2021,7,2023-06-10 16:51:41.678108,2023-01-19 16:51:41.678322
121,3,6,9,12.947012637659617,2023,12,2022-01-09 16:51:41.678109,2022-11-21 16:51:41.678323
122,32,5,1,96.65147971332321,2020,9,2021-08-14 16:51:41.678110,2022-10-29 16:51:41.678324
123,52,2,6,22.92283753318002,2022,6,2023-08-29 16:51:41.678111,2022-03-01 16:51:41.678325
124,10,3,9,2.6136048907525855,2021,4,2021-12-03 16:51:41.678112,2022-08-12 16:51:41.678326
125,35,5,7,25.322374817515026,2021,2,2021-11-05 16:51:41.678112,2023-01-21 16:51:41.678326
126,71,1,9,47.97870574496967,2023,2,2022-01-04 16:51:41.678113,2022-09-25 16:51:41.678327
127,10,6,4,95.21685622554448,2023,11,2023-06-19 16:51:41.678114,2023-08-09 16:51:41.678328
128,10,4,9,39.91299021963799,2021,12,2022-07-28 16:51:41.678115,2023-02-03 16:51:41.678329
129,3,5,7,72.35055877822263,2022,1,2023-04-14 16:51:41.678116,2022-12-05 16:51:41.678330
130,2,4,2,83.43625217899383,2021,7,2021-11-24 16:51:41.678117,2021-10-14 16:51:41.678331
131,38,4,5,8.916201761131004,2022,8,2023-01-26 16:51:41.678118,2022-02-23 16:51:41.678332
132,46,3,10,61.189195480060775,2021,4,2023-05-16 16:51:41.678119,2023-09-22 16:51:41.678333
133,64,5,2,99.57843575691612,2022,3,2023-01-09 16:51:41.678119,2023-03-12 16:51:41.678333
134,61,5,5,-500.0,2023,10,2022-02-03 16:51:41.678120,2023-06-21 16:51:41.678334
135,20,6,3,53.448617772668015,2022,9,2021-06-12 16:51:41.678121,2023-05-13 16:51:41.678335
136,13,6,2,34.670253878112725,2021,4,2021-10-31 16:51:41.678122,2023-02-12 16:51:41.678336
137,65,6,3,94.61053956418472,2021,9,2022-06-09 16:51:41.678123,2022-09-16 16:51:41.678337
138,42,1,1,96.95992389771277,2022,7,2023-08-04 16:51:41.678124,2022-04-28 16:51:41.678337
139,10,4,4,10.316984902710391,2021,9,2022-09-19 16:51:41.678124,2022-12-30 16:51:41.678338
140,66,6,7,55.28338602115797,2021,6,2020-11-30 16:51:41.678125,2023-05-07 16:51:41.678339
141,23,2,1,41.962922986529314,2021,4,2021-09-09 16:51:41.678126,2023-04-15 16:51:41.678340
142,23,6,1,67.16461609387466,2020,4,2022-01-17 16:51:41.678127,2023-02-07 16:51:41.678341
143,20,6,2,11.864663656894624,2022,6,2022-02-04 16:51:41.678128,2023-07-13 16:51:41.678341
144,19,3,9,26.533429089601647,2021,11,2021-08-15 16:51:41.678129,2022-11-14 16:51:41.678342
145,41,6,8,27.875337883116092,2021,10,2021-05-20 16:51:41.678129,2022-02-18 16:51:41.678343
146,40,1,9,47.97129393005412,2021,2,2020-10-15 16:51:41.678130,2022-04-24 16:51:41.678344
147,14,4,6,79.32828344714875,2023,6,2021-02-25 16:51:41.678131,2022-04-25 16:51:41.678345
148,66,6,2,85.78475121235483,2021,1,2023-04-30 16:51:41.678132,2022-03-25 16:51:41.678345
149,38,6,6,78.64236400590823,2022,8,2022-08-17 16:51:41.678133,2022-01-22 16:51:41.678346
150,17,2,1,67.68068346699462,2023,1,2021-06-16 16:51:41.678134,2022-03-23 16:51:41.678347
151,27,6,3,8.719275792238957,2022,10,2022-06-11 16:51:41.678135,2022-07-13 16:51:41.678348
152,19,4,9,38.971707317075364,2023,3,2023-07-04 16:51:41.678135,2022-07-06 16:51:41.678349
153,70,3,1,66.87016222424276,2021,3,2022-05-23 16:51:41.678136,2022-02-11 16:51:41.678350
154,5,2,8,29.42477813509059,2021,5,2022-06-26 16:51:41.678137,2022-04-22 16:51:41.678351
155,41,1,3,50.78183971193535,2023,8,2022-05-18 16:51:41.678138,2022-05-30 16:51:41.678351
156,71,5,7,90.5078361876925,2023,1,2021-07-12 16:51:41.678139,2023-03-25 16:51:41.678352
157,27,1,8,11.615703706526205,2023,10,2021-08-13 16:51:41.678139,2022-04-22 16:51:41.678353
158,23,3,1,85.38766539036541,2022,9,2022-07-25 16:51:41.678140,2022-09-29 16:51:41.678354
159,39,3,9,10.582967213640748,2021,2,2022-11-21 16:51:41.678141,2023-03-12 16:51:41.678355
160,56,6,5,38.636443476107694,2021,10,2022-01-24 16:51:41.678142,2022-07-12 16:51:41.678355
161,69,4,2,90.53894035696106,2020,7,2021-09-21 16:51:41.678143,2023-07-15 16:51:41.678356
162,21,6,5,20.12000617915647,2022,2,2023-09-26 16:51:41.678144,2022-12-19 16:51:41.678357
163,7,5,6,52.07426269174332,2022,7,2022-01-07 16:51:41.678144,2023-03-02 16:51:41.678358
164,32,3,2,41.66040326891619,2022,9,2021-04-02 16:51:41.678145,2023-02-06 16:51:41.678359
165,33,2,5,88.79472832020315,2020,10,2020-12-13 16:51:41.678146,2023-05-06 16:51:41.678359
166,9,4,1,99.20646960788638,2023,11,2022-10-14 16:51:41.678147,2023-05-15 16:51:41.678360
167,58,3,7,28.85925611028892,2022,5,2022-12-03 16:51:41.678148,2023-02-27 16:51:41.678361
168,56,4,1,49.24765425448292,2023,7,2023-07-27 16:51:41.678149,2023-09-07 16:51:41.678362
169,71,2,5,89.50051502153464,2021,5,2021-08-30 16:51:41.678149,2023-04-14 16:51:41.678363
170,33,4,6,54.47956764179482,2021,6,2021-04-17 16:51:41.678150,2022-05-19 16:51:41.678363
171,70,5,3,21.462493977480868,2022,8,2021-10-28 16:51:41.678151,2022-09-22 16:51:41.678364
172,57,1,5,75.96623124447221,2021,1,2020-11-11 16:51:41.678152,2023-03-24 16:51:41.678365
173,69,3,7,337.0892991203666,2023,9,2020-12-30 16:51:41.678153,2023-08-09 16:51:41.678366
174,59,5,2,48.597437219962046,2022,8,2021-12-17 16:51:41.678154,2022-09-25 16:51:41.678367
175,2,1,5,0.8561907394052604,2021,1,2023-02-12 16:51:41.678155,2023-07-06 16:51:41.678368
176,51,6,2,98.89670441246217,2022,7,2022-02-07 16:51:41.678156,2022-01-12 16:51:41.678368
177,44,5,7,65.72823624825372,2022,5,2022-03-12 16:51:41.678157,2023-01-28 16:51:41.678369
178,22,4,4,92.58128470566864,2021,10,2021-05-02 16:51:41.678158,2021-11-03 16:51:41.678370
179,34,1,9,96.86852820873311,2022,12,2023-09-05 16:51:41.678159,2021-10-16 16:51:41.678371
180,63,3,9,26.7533682707241,2023,6,2021-12-31 16:51:41.678159,2023-02-24 16:51:41.678372
181,4,1,4,54.05359761823107,2022,3,2023-04-04 16:51:41.678160,2023-07-01 16:51:41.678372
182,54,6,6,44.02512334277048,2022,10,2020-12-25 16:51:41.678161,2022-07-04 16:51:41.678373
183,3,4,6,75.98552175178571,2021,10,2023-02-05 16:51:41.678162,2021-12-08 16:51:41.678374
184,8,1,9,84.23856653329628,2023,9,2020-12-06 16:51:41.678163,2021-11-26 16:51:41.678375
185,46,2,7,22.856016090522544,2020,5,2022-07-04 16:51:41.678164,2023-03-11 16:51:41.678376
186,18,5,10,27.456466309977813,2022,2,2022-04-04 16:51:41.678165,2022-01-20 16:51:41.678376
187,17,6,8,70.62615472551386,2021,10,2021-04-17 16:51:41.678166,2022-10-13 16:51:41.678377
188,18,2,2,41.164305171621464,2022,6,2021-08-26 16:51:41.678167,2023-04-13 16:51:41.678378
189,34,6,3,13.020153534647939,2023,7,2022-06-13 16:51:41.678167,2022-02-17 16:51:41.678379
190,36,1,8,19.53105882385213,2020,7,2023-06-09 16:51:41.678168,2021-10-21 16:51:41.678380
191,51,4,9,56.084931366165,2022,9,2023-03-03 16:51:41.678169,2021-11-11 16:51:41.678380
192,52,6,9,59.84944470487219,2020,1,2020-11-07 16:51:41.678170,2021-10-05 16:51:41.678381
193,23,6,10,96.00715716066203,2023,10,2020-11-09 16:51:41.678171,2023-09-10 16:51:41.678382
194,12,3,9,53.2779953140362,2022,10,2020-11-15 16:51:41.678172,2023-02-18 16:51:41.678383
195,30,5,9,60.89807637733641,2021,2,2022-10-30 16:51:41.678173,2022-11-09 16:51:41.678384
196,63,3,1,14.88547544618255,2021,1,2023-01-06 16:51:41.678173,2022-05-25 16:51:41.678384
197,1,2,5,41.38019179564879,2023,10,2022-02-07 16:51:41.678174,2022-03-12 16:51:41.678385
198,23,5,3,27.979129165520476,2023,9,2023-06-22 16:51:41.678175,2023-08-22 16:51:41.678386
199,68,2,4,69.54228379264254,2021,1,2023-05-12 16:51:41.678176,2023-08-06 16:51:41.678387
200,41,2,6,26.70572511205558,2023,2,2022-07-09 16:51:41.678177,2022-09-18 16:51:41.678388
201,65,3,7,21.44003100600701,2023,6,2023-09-22 16:51:41.678178,2022-05-05 16:51:41.678389
202,57,3,9,36.768439858411774,2021,6,2023-05-25 16:51:41.678179,2022-03-05 16:51:41.678389
203,29,1,6,47.05490562443623,2023,6,2021-05-15 16:51:41.678179,2022-10-06 16:51:41.678390
204,31,1,2,33.83949710142522,2020,9,2023-08-16 16:51:41.678180,2023-05-13 16:51:41.678391
205,41,6,7,60.57321560302136,2022,1,2023-05-16 16:51:41.678181,2022-05-17 16:51:41.678392
206,64,5,6,18.120366885667227,2023,11,2023-06-08 16:51:41.678182,2023-07-21 16:51:41.678392
207,62,6,3,87.99102945666537,2023,6,2023-09-10 16:51:41.678183,2022-04-23 16:51:41.678393
208,29,3,10,69.4171364986253,2021,10,2023-07-19 16:51:41.678184,2022-11-06 16:51:41.678394
209,53,4,2,53.47632180856879,2021,2,2021-11-03 16:51:41.678184,2021-11-17 16:51:41.678395
210,44,5,1,5.81622757311645,2022,8,2021-11-16 16:51:41.678185,2022-02-25 16:51:41.678396
211,72,5,5,32.60066399610153,2021,11,2023-08-21 16:51:41.678186,2021-11-12 16:51:41.678397
212,36,6,9,69.01073689391266,2022,2,2023-09-10 16:51:41.678187,2022-11-13 16:51:41.678398
213,29,1,6,64.50642776594175,2022,9,2022-07-23 16:51:41.678188,2022-01-17 16:51:41.678399
214,7,2,7,81.19541778331114,2021,8,2021-02-10 16:51:41.678188,2022-11-07 16:51:41.678399
215,10,3,5,89.1508543589568,2020,6,2022-08-15 16:51:41.678189,2022-02-19 16:51:41.678400
216,66,6,6,31.536636965384822,2021,9,2022-04-01 16:51:41.678190,2023-06-29 16:51:41.678401
217,48,6,6,49.37306827337068,2020,9,2022-02-01 16:51:41.678191,2022-05-24 16:51:41.678402
218,21,6,5,33.0041610586696,2021,1,2020-10-25 16:51:41.678192,2022-10-17 16:51:41.678403
219,66,5,6,12.792226588170752,2022,3,2022-05-02 16:51:41.678193,2022-07-30 16:51:41.678403
220,27,3,9,14.011709167323072,2021,6,2022-06-07 16:51:41.678193,2023-07-17 16:51:41.678404
221,40,3,9,25.64694451170253,2021,6,2022-09-19 16:51:41.678194,2023-01-03 16:51:41.678405
222,39,5,1,8.802876349734245,2022,4,2022-07-24 16:51:41.678195,2023-07-26 16:51:41.678406
223,39,6,9,53.882553301026704,2020,3,2021-07-19 16:51:41.678196,2021-11-23 16:51:41.678407
224,71,2,2,70.29224414380715,2022,10,2023-05-29 16:51:41.678197,2021-12-06 16:51:41.678408
225,48,4,3,56.3072593302158,2021,3,2022-05-28 16:51:41.678197,2022-11-02 16:51:41.678408
226,22,5,6,68.47667479227295,2022,10,2021-03-16 16:51:41.678198,2023-09-09 16:51:41.678409
227,60,4,6,22.624800773903985,2022,2,2023-07-18 16:51:41.678199,2023-03-28 16:51:41.678410
228,11,2,6,19.940434771043634,2022,7,2021-11-19 16:51:41.678200,2022-10-28 16:51:41.678411
229,16,4,10,56.757484868097706,2022,6,2021-11-28 16:51:41.678201,2023-02-09 16:51:41.678412
230,66,3,2,88.42855938364801,2023,9,2021-06-17 16:51:41.678202,2022-11-12 16:51:41.678412
231,49,5,8,42.22645485970449,2021,7,2023-01-26 16:51:41.678202,2023-01-03 16:51:41.678413
232,23,3,5,0.4236644311168547,2021,6,2023-08-27 16:51:41.678203,2023-01-13 16:51:41.678414
233,20,6,8,2.00516046712097,2022,6,2022-09-15 16:51:41.678204,2022-11-19 16:51:41.678415
234,33,2,8,30.530459301328705,2022,5,2020-11-27 16:51:41.678205,2022-05-17 16:51:41.678416
235,55,3,6,61.537423148949784,2022,10,2023-03-21 16:51:41.678206,2022-07-30 16:51:41.678416
236,28,5,7,8.456543641575164,2022,6,2022-09-15 16:51:41.678206,2023-09-16 16:51:41.678417
237,7,6,2,22.45103439701539,2021,1,2022-07-08 16:51:41.678207,2022-12-01 16:51:41.678418
238,64,2,10,68.0690553975496,2021,12,2022-06-25 16:51:41.678208,2023-04-15 16:51:41.678419
239,51,6,1,98.49919442923573,2022,2,2022-10-02 16:51:41.678209,2021-12-19 16:51:41.678420
240,45,1,3,34.10728072306086,2021,11,2022-01-14 16:51:41.678210,2022-12-05 16:51:41.678421
241,50,5,1,60.11389845517673,2023,4,2023-03-12 16:51:41.678210,2023-08-10 16:51:41.678421
242,66,4,9,51.84298334961871,2022,5,2023-05-31 16:51:41.678211,2023-06-02 16:51:41.678422
243,22,3,8,2.312477768701582,2023,7,2021-12-25 16:51:41.678212,2022-07-14 16:51:41.678423
244,70,4,10,32.98344116436186,2022,9,2022-12-03 16:51:41.678213,2022-07-15 16:51:41.678424
245,6,2,5,13.944117809385492,2022,5,2023-05-23 16:51:41.678214,2022-01-09 16:51:41.678424
246,68,3,4,25.08216790751341,2022,10,2021-04-04 16:51:41.678215,2023-02-18 16:51:41.678425
247,12,2,10,76.99809830135035,2023,10,2022-11-25 16:51:41.678215,2022-12-18 16:51:41.678426
248,33,1,6,68.12025798410788,2022,2,2022-06-13 16:51:41.678216,2022-09-28 16:51:41.678427
249,13,6,6,4.102292915434891,2021,2,2023-07-02 16:51:41.678217,2021-11-28 16:51:41.678428
250,35,6,6,7.73751220987744,2022,12,2022-02-19 16:51:41.678218,2022-02-26 16:51:41.678428
251,11,2,7,72.49292209653437,2022,3,2021-10-23 16:51:41.678219,2022-05-10 16:51:41.678429
252,18,5,5,10.320969894518072,2021,5,2023-06-01 16:51:41.678219,2022-02-16 16:51:41.678430
253,11,4,8,31.70199859809295,2021,7,2023-03-30 16:51:41.678220,2022-12-14 16:51:41.678431
254,57,5,10,26.933762825747554,2022,2,2021-04-05 16:51:41.678221,2022-01-13 16:51:41.678432
255,31,6,6,4.976651342031979,2023,3,2022-08-14 16:51:41.678222,2023-01-09 16:51:41.678433
