target_id,kpi_id,target_value,timeframe,created_at,updated_at
24,24,3629.498383712249,daily,2021-07-22 16:38:04.907314,2022-11-06 16:38:04.907376
25,25,4108.042059574473,yearly,2022-02-10 16:38:04.907315,2022-11-09 16:38:04.907377
26,26,2188.880787696471,quarterly,2021-10-14 16:38:04.907316,2022-05-10 16:38:04.907378
27,27,3438.4299309879125,quarterly,2022-10-08 16:38:04.907317,2021-11-04 16:38:04.907379
28,28,3311.552760997894,yearly,2022-03-18 16:38:04.907318,2022-03-05 16:38:04.907380
29,29,1517.9927591727348,yearly,2022-09-24 16:38:04.907318,2021-12-17 16:38:04.907380
30,30,441.2255973317375,weekly,2023-08-03 16:38:04.907319,2022-10-14 16:38:04.907381
31,31,3789.988453375588,yearly,2023-05-27 16:38:04.907320,2022-02-10 16:38:04.907382
32,32,1785.383604289284,daily,2023-05-19 16:38:04.907321,2022-11-05 16:38:04.907383
33,33,806.8816041445448,quarterly,2022-06-15 16:38:04.907322,2022-03-02 16:38:04.907384
34,34,2211.033438535229,weekly,2021-03-30 16:38:04.907323,2022-01-30 16:38:04.907384
35,35,4164.705464432639,yearly,2021-12-14 16:38:04.907324,2022-06-12 16:38:04.907385
36,36,4770.932322892168,monthly,2021-04-07 16:38:04.907325,2022-11-01 16:38:04.907386
37,37,2836.6936496347294,weekly,2021-11-11 16:38:04.907325,2022-05-20 16:38:04.907387
38,38,4849.28193718957,weekly,2023-03-04 16:38:04.907326,2021-10-21 16:38:04.907388
39,39,867.124109296643,monthly,2021-07-25 16:38:04.907327,2022-08-21 16:38:04.907388
40,40,2452.0871593910874,monthly,2023-06-10 16:38:04.907328,2022-03-28 16:38:04.907389
41,41,41.885881720136744,daily,2021-02-11 16:38:04.907329,2023-02-17 16:38:04.907390
42,42,1169.8326052887564,quarterly,2022-03-08 16:38:04.907330,2023-04-11 16:38:04.907391
43,43,4382.801674657967,weekly,2021-06-12 16:38:04.907330,2023-01-25 16:38:04.907392
44,44,296.9683499674358,monthly,2021-02-18 16:38:04.907331,2022-03-28 16:38:04.907393
45,45,3272.1510217905497,yearly,2021-11-19 16:38:04.907332,2023-03-08 16:38:04.907393
46,46,2547.706410600577,weekly,2020-11-23 16:38:04.907333,2022-01-28 16:38:04.907394
47,47,4937.885008764291,weekly,2023-03-16 16:38:04.907334,2023-01-20 16:38:04.907395
48,48,4967.981519770603,quarterly,2022-10-27 16:38:04.907334,2023-08-07 16:38:04.907396
49,49,616.7055038665953,quarterly,2021-06-29 16:38:04.907335,2022-11-04 16:38:04.907397
50,50,1310.3677756459615,yearly,2021-05-07 16:38:04.907336,2022-01-02 16:38:04.907398
51,51,4957.0933792482365,yearly,2021-01-23 16:38:04.907337,2023-07-27 16:38:04.907398
52,52,1649.7197796269859,yearly,2020-11-27 16:38:04.907338,2022-10-27 16:38:04.907399
53,53,902.393005991205,quarterly,2022-11-27 16:38:04.907339,2022-07-26 16:38:04.907400
54,54,4558.863741961649,weekly,2021-12-13 16:38:04.907340,2023-08-29 16:38:04.907401
55,55,3086.1094791539535,monthly,2022-12-04 16:38:04.907340,2022-10-11 16:38:04.907402
56,56,1540.7890168671702,monthly,2021-10-12 16:38:04.907341,2022-09-25 16:38:04.907403
57,57,2771.9330678357746,quarterly,2022-12-21 16:38:04.907342,2022-09-23 16:38:04.907403
58,58,2137.035297903054,daily,2022-08-28 16:38:04.907343,2022-01-22 16:38:04.907404
59,59,2289.9246033448435,weekly,2022-06-25 16:38:04.907344,2022-01-27 16:38:04.907405
60,60,2760.6204267999055,yearly,2022-07-13 16:38:04.907345,2021-11-21 16:38:04.907406
61,61,848.890562352771,quarterly,2021-03-13 16:38:04.907346,2022-08-06 16:38:04.907407
62,62,3078.01747721744,daily,2022-11-14 16:38:04.907346,2023-02-26 16:38:04.907408
63,63,4775.843669057617,quarterly,2023-03-01 16:38:04.907347,2022-12-07 16:38:04.907408
64,64,2960.1990000404267,daily,2023-03-02 16:38:04.907348,2023-02-11 16:38:04.907409
65,65,3937.4983387712264,yearly,2021-05-11 16:38:04.907349,2022-11-11 16:38:04.907410
66,66,1412.679205591903,monthly,2023-06-13 16:38:04.907350,2022-08-18 16:38:04.907411
67,67,772.9788006179277,daily,2021-03-14 16:38:04.907351,2021-10-13 16:38:04.907412
68,68,32.192498945790014,monthly,2022-11-22 16:38:04.907352,2022-08-31 16:38:04.907413
69,69,4906.594393419704,quarterly,2021-08-22 16:38:04.907352,2021-11-12 16:38:04.907414
70,70,595.3108677804764,daily,2021-12-09 16:38:04.907353,2023-04-02 16:38:04.907414
71,71,1900.0742477631272,monthly,2022-03-04 16:38:04.907354,2023-09-20 16:38:04.907415
72,72,3273.61622872948,yearly,2021-07-05 16:38:04.907355,2022-08-26 16:38:04.907416
