session_id,action,table_name,record_name,user_id,timestamp
43,Create,KPI_Values,43,4,2021-10-02 16:51:41.678042
44,Create,KPI_Values,44,8,2022-07-05 16:51:41.678043
45,Create,KPI_Values,45,8,2023-09-09 16:51:41.678044
46,Create,KPI_Values,46,7,2023-08-31 16:51:41.678045
47,Create,KPI_Values,47,3,2021-01-01 16:51:41.678046
48,Create,KPI_Values,48,4,2023-07-24 16:51:41.678046
49,Create,KPI_Values,49,4,2022-10-27 16:51:41.678047
50,Create,KPI_Values,50,5,2022-04-28 16:51:41.678048
51,Create,KPI_Values,51,8,2023-07-09 16:51:41.678049
52,Create,KPI_Values,52,9,2023-09-10 16:51:41.678050
53,Create,KPI_Values,53,10,2022-06-14 16:51:41.678051
54,Create,KPI_Values,54,7,2023-04-08 16:51:41.678051
55,Create,KPI_Values,55,4,2020-10-20 16:51:41.678052
56,Create,KPI_Values,56,8,2022-10-09 16:51:41.678053
57,Create,KPI_Values,57,5,2023-07-19 16:51:41.678054
58,Create,KPI_Values,58,6,2020-10-12 16:51:41.678055
59,Create,KPI_Values,59,8,2022-08-14 16:51:41.678055
60,Create,KPI_Values,60,10,2022-07-27 16:51:41.678056
61,Create,KPI_Values,61,2,2021-04-04 16:51:41.678057
62,Create,KPI_Values,62,4,2022-02-14 16:51:41.678058
63,Create,KPI_Values,63,2,2022-05-19 16:51:41.678059
64,Create,KPI_Values,64,1,2020-12-28 16:51:41.678060
65,Create,KPI_Values,65,1,2020-11-26 16:51:41.678061
66,Create,KPI_Values,66,1,2021-08-29 16:51:41.678061
67,Create,KPI_Values,67,8,2021-12-02 16:51:41.678062
68,Create,KPI_Values,68,6,2021-07-18 16:51:41.678063
69,Create,KPI_Values,69,7,2023-05-01 16:51:41.678064
70,Create,KPI_Values,70,10,2022-08-25 16:51:41.678065
71,Create,KPI_Values,71,5,2022-09-22 16:51:41.678065
72,Create,KPI_Values,72,4,2022-09-09 16:51:41.678066
73,Create,KPI_Values,73,7,2022-01-28 16:51:41.678067
74,Create,KPI_Values,74,3,2021-05-09 16:51:41.678068
75,Create,KPI_Values,75,3,2021-01-31 16:51:41.678069
76,Create,KPI_Values,76,1,2021-09-14 16:51:41.678070
77,Create,KPI_Values,77,1,2023-08-12 16:51:41.678071
78,Create,KPI_Values,78,7,2021-01-03 16:51:41.678072
79,Create,KPI_Values,79,3,2023-08-17 16:51:41.678073
80,Create,KPI_Values,80,9,2023-02-26 16:51:41.678074
81,Create,KPI_Values,81,1,2021-04-26 16:51:41.678075
82,Create,KPI_Values,82,10,2021-10-25 16:51:41.678076
83,Create,KPI_Values,83,7,2021-11-03 16:51:41.678077
84,Create,KPI_Values,84,5,2023-04-30 16:51:41.678078
85,Create,KPI_Values,85,3,2021-05-21 16:51:41.678079
86,Create,KPI_Values,86,2,2022-08-25 16:51:41.678079
87,Create,KPI_Values,87,8,2020-11-09 16:51:41.678080
88,Create,KPI_Values,88,5,2020-12-20 16:51:41.678081
89,Create,KPI_Values,89,1,2020-12-06 16:51:41.678082
90,Create,KPI_Values,90,1,2021-01-23 16:51:41.678083
91,Create,KPI_Values,91,9,2021-03-21 16:51:41.678084
92,Create,KPI_Values,92,1,2021-02-06 16:51:41.678085
93,Create,KPI_Values,93,9,2022-10-25 16:51:41.678086
94,Create,KPI_Values,94,3,2022-03-28 16:51:41.678086
95,Create,KPI_Values,95,1,2020-10-19 16:51:41.678087
96,Create,KPI_Values,96,5,2022-01-19 16:51:41.678088
97,Create,KPI_Values,97,2,2021-07-09 16:51:41.678089
98,Create,KPI_Values,98,7,2022-04-16 16:51:41.678090
99,Create,KPI_Values,99,2,2022-04-23 16:51:41.678091
100,Create,KPI_Values,100,4,2022-01-01 16:51:41.678091
101,Create,KPI_Values,101,1,2023-08-29 16:51:41.678092
102,Create,KPI_Values,102,8,2023-06-27 16:51:41.678093
103,Create,KPI_Values,103,3,2021-03-05 16:51:41.678094
104,Create,KPI_Values,104,5,2021-03-05 16:51:41.678095
105,Create,KPI_Values,105,4,2021-09-30 16:51:41.678096
106,Create,KPI_Values,106,8,2022-06-10 16:51:41.678096
107,Create,KPI_Values,107,7,2020-11-22 16:51:41.678097
108,Create,KPI_Values,108,6,2021-04-02 16:51:41.678098
109,Create,KPI_Values,109,5,2022-07-27 16:51:41.678099
110,Create,KPI_Values,110,5,2021-01-27 16:51:41.678100
111,Create,KPI_Values,111,4,2021-11-10 16:51:41.678101
112,Create,KPI_Values,112,4,2022-12-06 16:51:41.678101
113,Create,KPI_Values,113,1,2021-08-03 16:51:41.678102
114,Create,KPI_Values,114,10,2021-04-16 16:51:41.678103
115,Create,KPI_Values,115,10,2023-06-09 16:51:41.678104
116,Create,KPI_Values,116,3,2023-02-13 16:51:41.678105
117,Create,KPI_Values,117,6,2021-09-29 16:51:41.678106
118,Create,KPI_Values,118,7,2023-09-12 16:51:41.678106
119,Create,KPI_Values,119,10,2022-04-23 16:51:41.678107
120,Create,KPI_Values,120,9,2023-06-10 16:51:41.678108
121,Create,KPI_Values,121,9,2022-01-09 16:51:41.678109
122,Create,KPI_Values,122,1,2021-08-14 16:51:41.678110
123,Create,KPI_Values,123,6,2023-08-29 16:51:41.678111
124,Create,KPI_Values,124,9,2021-12-03 16:51:41.678112
125,Create,KPI_Values,125,7,2021-11-05 16:51:41.678112
126,Create,KPI_Values,126,9,2022-01-04 16:51:41.678113
127,Create,KPI_Values,127,4,2023-06-19 16:51:41.678114
128,Create,KPI_Values,128,9,2022-07-28 16:51:41.678115
129,Create,KPI_Values,129,7,2023-04-14 16:51:41.678116
130,Create,KPI_Values,130,2,2021-11-24 16:51:41.678117
131,Create,KPI_Values,131,5,2023-01-26 16:51:41.678118
132,Create,KPI_Values,132,10,2023-05-16 16:51:41.678119
133,Create,KPI_Values,133,2,2023-01-09 16:51:41.678119
134,Create,KPI_Values,134,5,2022-02-03 16:51:41.678120
135,Create,KPI_Values,135,3,2021-06-12 16:51:41.678121
136,Create,KPI_Values,136,2,2021-10-31 16:51:41.678122
137,Create,KPI_Values,137,3,2022-06-09 16:51:41.678123
138,Create,KPI_Values,138,1,2023-08-04 16:51:41.678124
139,Create,KPI_Values,139,4,2022-09-19 16:51:41.678124
140,Create,KPI_Values,140,7,2020-11-30 16:51:41.678125
141,Create,KPI_Values,141,1,2021-09-09 16:51:41.678126
142,Create,KPI_Values,142,1,2022-01-17 16:51:41.678127
143,Create,KPI_Values,143,2,2022-02-04 16:51:41.678128
144,Create,KPI_Values,144,9,2021-08-15 16:51:41.678129
145,Create,KPI_Values,145,8,2021-05-20 16:51:41.678129
146,Create,KPI_Values,146,9,2020-10-15 16:51:41.678130
147,Create,KPI_Values,147,6,2021-02-25 16:51:41.678131
148,Create,KPI_Values,148,2,2023-04-30 16:51:41.678132
149,Create,KPI_Values,149,6,2022-08-17 16:51:41.678133
150,Create,KPI_Values,150,1,2021-06-16 16:51:41.678134
151,Create,KPI_Values,151,3,2022-06-11 16:51:41.678135
152,Create,KPI_Values,152,9,2023-07-04 16:51:41.678135
153,Create,KPI_Values,153,1,2022-05-23 16:51:41.678136
154,Create,KPI_Values,154,8,2022-06-26 16:51:41.678137
155,Create,KPI_Values,155,3,2022-05-18 16:51:41.678138
156,Create,KPI_Values,156,7,2021-07-12 16:51:41.678139
157,Create,KPI_Values,157,8,2021-08-13 16:51:41.678139
158,Create,KPI_Values,158,1,2022-07-25 16:51:41.678140
159,Create,KPI_Values,159,9,2022-11-21 16:51:41.678141
160,Create,KPI_Values,160,5,2022-01-24 16:51:41.678142
161,Create,KPI_Values,161,2,2021-09-21 16:51:41.678143
162,Create,KPI_Values,162,5,2023-09-26 16:51:41.678144
163,Create,KPI_Values,163,6,2022-01-07 16:51:41.678144
164,Create,KPI_Values,164,2,2021-04-02 16:51:41.678145
165,Create,KPI_Values,165,5,2020-12-13 16:51:41.678146
166,Create,KPI_Values,166,1,2022-10-14 16:51:41.678147
167,Create,KPI_Values,167,7,2022-12-03 16:51:41.678148
168,Create,KPI_Values,168,1,2023-07-27 16:51:41.678149
169,Create,KPI_Values,169,5,2021-08-30 16:51:41.678149
170,Create,KPI_Values,170,6,2021-04-17 16:51:41.678150
171,Create,KPI_Values,171,3,2021-10-28 16:51:41.678151
172,Create,KPI_Values,172,5,2020-11-11 16:51:41.678152
173,Create,KPI_Values,173,7,2020-12-30 16:51:41.678153
174,Create,KPI_Values,174,2,2021-12-17 16:51:41.678154
175,Create,KPI_Values,175,5,2023-02-12 16:51:41.678155
176,Create,KPI_Values,176,2,2022-02-07 16:51:41.678156
177,Create,KPI_Values,177,7,2022-03-12 16:51:41.678157
178,Create,KPI_Values,178,4,2021-05-02 16:51:41.678158
179,Create,KPI_Values,179,9,2023-09-05 16:51:41.678159
180,Create,KPI_Values,180,9,2021-12-31 16:51:41.678159
181,Create,KPI_Values,181,4,2023-04-04 16:51:41.678160
182,Create,KPI_Values,182,6,2020-12-25 16:51:41.678161
183,Create,KPI_Values,183,6,2023-02-05 16:51:41.678162
184,Create,KPI_Values,184,9,2020-12-06 16:51:41.678163
185,Create,KPI_Values,185,7,2022-07-04 16:51:41.678164
186,Create,KPI_Values,186,10,2022-04-04 16:51:41.678165
187,Create,KPI_Values,187,8,2021-04-17 16:51:41.678166
188,Create,KPI_Values,188,2,2021-08-26 16:51:41.678167
189,Create,KPI_Values,189,3,2022-06-13 16:51:41.678167
190,Create,KPI_Values,190,8,2023-06-09 16:51:41.678168
191,Create,KPI_Values,191,9,2023-03-03 16:51:41.678169
192,Create,KPI_Values,192,9,2020-11-07 16:51:41.678170
193,Create,KPI_Values,193,10,2020-11-09 16:51:41.678171
194,Create,KPI_Values,194,9,2020-11-15 16:51:41.678172
195,Create,KPI_Values,195,9,2022-10-30 16:51:41.678173
196,Create,KPI_Values,196,1,2023-01-06 16:51:41.678173
197,Create,KPI_Values,197,5,2022-02-07 16:51:41.678174
198,Create,KPI_Values,198,3,2023-06-22 16:51:41.678175
199,Create,KPI_Values,199,4,2023-05-12 16:51:41.678176
200,Create,KPI_Values,200,6,2022-07-09 16:51:41.678177
201,Create,KPI_Values,201,7,2023-09-22 16:51:41.678178
202,Create,KPI_Values,202,9,2023-05-25 16:51:41.678179
203,Create,KPI_Values,203,6,2021-05-15 16:51:41.678179
204,Create,KPI_Values,204,2,2023-08-16 16:51:41.678180
205,Create,KPI_Values,205,7,2023-05-16 16:51:41.678181
206,Create,KPI_Values,206,6,2023-06-08 16:51:41.678182
207,Create,KPI_Values,207,3,2023-09-10 16:51:41.678183
208,Create,KPI_Values,208,10,2023-07-19 16:51:41.678184
209,Create,KPI_Values,209,2,2021-11-03 16:51:41.678184
210,Create,KPI_Values,210,1,2021-11-16 16:51:41.678185
211,Create,KPI_Values,211,5,2023-08-21 16:51:41.678186
212,Create,KPI_Values,212,9,2023-09-10 16:51:41.678187
213,Create,KPI_Values,213,6,2022-07-23 16:51:41.678188
214,Create,KPI_Values,214,7,2021-02-10 16:51:41.678188
215,Create,KPI_Values,215,5,2022-08-15 16:51:41.678189
216,Create,KPI_Values,216,6,2022-04-01 16:51:41.678190
217,Create,KPI_Values,217,6,2022-02-01 16:51:41.678191
218,Create,KPI_Values,218,5,2020-10-25 16:51:41.678192
219,Create,KPI_Values,219,6,2022-05-02 16:51:41.678193
220,Create,KPI_Values,220,9,2022-06-07 16:51:41.678193
221,Create,KPI_Values,221,9,2022-09-19 16:51:41.678194
222,Create,KPI_Values,222,1,2022-07-24 16:51:41.678195
223,Create,KPI_Values,223,9,2021-07-19 16:51:41.678196
224,Create,KPI_Values,224,2,2023-05-29 16:51:41.678197
225,Create,KPI_Values,225,3,2022-05-28 16:51:41.678197
226,Create,KPI_Values,226,6,2021-03-16 16:51:41.678198
227,Create,KPI_Values,227,6,2023-07-18 16:51:41.678199
228,Create,KPI_Values,228,6,2021-11-19 16:51:41.678200
229,Create,KPI_Values,229,10,2021-11-28 16:51:41.678201
230,Create,KPI_Values,230,2,2021-06-17 16:51:41.678202
231,Create,KPI_Values,231,8,2023-01-26 16:51:41.678202
232,Create,KPI_Values,232,5,2023-08-27 16:51:41.678203
233,Create,KPI_Values,233,8,2022-09-15 16:51:41.678204
234,Create,KPI_Values,234,8,2020-11-27 16:51:41.678205
235,Create,KPI_Values,235,6,2023-03-21 16:51:41.678206
236,Create,KPI_Values,236,7,2022-09-15 16:51:41.678206
237,Create,KPI_Values,237,2,2022-07-08 16:51:41.678207
238,Create,KPI_Values,238,10,2022-06-25 16:51:41.678208
239,Create,KPI_Values,239,1,2022-10-02 16:51:41.678209
240,Create,KPI_Values,240,3,2022-01-14 16:51:41.678210
241,Create,KPI_Values,241,1,2023-03-12 16:51:41.678210
242,Create,KPI_Values,242,9,2023-05-31 16:51:41.678211
243,Create,KPI_Values,243,8,2021-12-25 16:51:41.678212
244,Create,KPI_Values,244,10,2022-12-03 16:51:41.678213
245,Create,KPI_Values,245,5,2023-05-23 16:51:41.678214
246,Create,KPI_Values,246,4,2021-04-04 16:51:41.678215
247,Create,KPI_Values,247,10,2022-11-25 16:51:41.678215
248,Create,KPI_Values,248,6,2022-06-13 16:51:41.678216
249,Create,KPI_Values,249,6,2023-07-02 16:51:41.678217
250,Create,KPI_Values,250,6,2022-02-19 16:51:41.678218
251,Create,KPI_Values,251,7,2021-10-23 16:51:41.678219
252,Create,KPI_Values,252,5,2023-06-01 16:51:41.678219
253,Create,KPI_Values,253,8,2023-03-30 16:51:41.678220
254,Create,KPI_Values,254,10,2021-04-05 16:51:41.678221
255,Create,KPI_Values,255,6,2022-08-14 16:51:41.678222
