kpi_value_id,kpi_id,cirlce_id,user_id,value,period_year,period_month,created_at,updated_at
40,15,2,2,99.81599522851606,2021,9,2021-09-19 16:30:00.505041,2022-12-19 16:30:00.505256
41,59,3,4,25.656118547402606,2023,5,2021-03-08 16:30:00.505041,2022-04-01 16:30:00.505257
42,36,3,7,20.136363065451267,2021,4,2021-11-12 16:30:00.505042,2022-11-21 16:30:00.505258
43,14,5,4,74.67828134595477,2023,12,2021-10-02 16:30:00.505043,2022-10-20 16:30:00.505259
44,6,3,8,77.03325106256943,2021,8,2022-07-05 16:30:00.505044,2022-09-14 16:30:00.505259
45,38,6,8,51.428379771166966,2023,1,2023-09-09 16:30:00.505045,2022-08-05 16:30:00.505260
46,2,4,7,48.70758136839637,2021,5,2023-08-31 16:30:00.505046,2022-06-18 16:30:00.505261
47,2,2,3,40.37430704820498,2020,10,2021-01-01 16:30:00.505046,2022-09-20 16:30:00.505262
48,12,5,4,88.26969303940861,2023,10,2023-07-24 16:30:00.505047,2022-10-03 16:30:00.505263
49,53,3,4,79.6231877641984,2022,2,2022-10-27 16:30:00.505048,2022-11-09 16:30:00.505263
50,15,4,5,58.45975982069754,2021,10,2022-04-28 16:30:00.505049,2022-08-19 16:30:00.505264
51,6,4,8,4.01190843569209,2023,6,2023-07-09 16:30:00.505050,2022-06-03 16:30:00.505265
52,25,1,9,85.11415942600506,2022,8,2023-09-10 16:30:00.505050,2022-04-23 16:30:00.505266
53,31,2,10,45.84536776423547,2023,5,2022-06-14 16:30:00.505051,2023-09-11 16:30:00.505267
54,54,5,7,18.97605282107142,2022,10,2023-04-08 16:30:00.505052,2022-09-14 16:30:00.505267
55,21,4,4,29.935427528616433,2022,1,2020-10-20 16:30:00.505053,2023-05-21 16:30:00.505268
56,15,2,8,69.13344758903868,2021,1,2022-10-09 16:30:00.505054,2022-11-23 16:30:00.505269
57,58,3,5,0.5507078325543091,2021,6,2023-07-19 16:30:00.505055,2023-04-09 16:30:00.505270
58,22,1,6,12.004464732009835,2021,3,2020-10-12 16:30:00.505055,2022-11-23 16:30:00.505271
59,31,1,8,30.265363687643365,2022,3,2022-08-14 16:30:00.505056,2022-02-25 16:30:00.505271
60,21,1,10,88.71913551832168,2022,11,2022-07-27 16:30:00.505057,2023-05-22 16:30:00.505272
61,14,5,2,74.68604394462109,2022,2,2021-04-04 16:30:00.505058,2022-03-16 16:30:00.505273
62,56,6,4,97.07917256397661,2021,2,2022-02-14 16:30:00.505059,2021-09-30 16:30:00.505274
63,49,1,2,54.302873943036666,2021,7,2022-05-19 16:30:00.505059,2023-04-28 16:30:00.505275
64,70,5,1,57.19682275786375,2021,11,2020-12-28 16:30:00.505060,2023-04-11 16:30:00.505275
65,38,3,1,55.13768068142746,2023,10,2020-11-26 16:30:00.505061,2022-06-17 16:30:00.505276
66,71,6,1,52.56272138017167,2022,4,2021-08-29 16:30:00.505062,2021-12-07 16:30:00.505277
67,33,6,8,54.20405711205759,2022,12,2021-12-02 16:30:00.505063,2021-12-25 16:30:00.505278
68,62,6,6,81.85675511269973,2022,4,2021-07-18 16:30:00.505063,2023-04-26 16:30:00.505279
69,41,2,7,95.33687347014596,2023,9,2023-05-01 16:30:00.505064,2023-05-13 16:30:00.505279
70,13,1,10,40.83007693497043,2023,9,2022-08-25 16:30:00.505065,2023-04-17 16:30:00.505280
71,27,5,5,62.99652426023742,2022,7,2022-09-22 16:30:00.505066,2023-07-09 16:30:00.505281
72,41,3,4,30.775940755398768,2021,2,2022-09-09 16:30:00.505067,2022-01-10 16:30:00.505282
73,6,5,7,30.191038646507018,2023,12,2022-01-28 16:30:00.505067,2023-01-12 16:30:00.505283
74,4,3,3,50.63173505975552,2021,4,2021-05-09 16:30:00.505068,2023-01-30 16:30:00.505283
75,2,4,3,58.62676586235078,2023,7,2021-01-31 16:30:00.505069,2022-09-29 16:30:00.505284
76,38,5,1,54.999446699402576,2021,11,2021-09-14 16:30:00.505070,2021-12-07 16:30:00.505285
77,41,6,1,97.65797032009982,2021,9,2023-08-12 16:30:00.505071,2022-11-10 16:30:00.505286
78,58,3,7,16.297123769479814,2022,3,2021-01-03 16:30:00.505072,2023-04-06 16:30:00.505287
79,51,5,3,63.66644129872755,2021,12,2023-08-17 16:30:00.505073,2022-12-19 16:30:00.505288
80,41,3,9,99.45310087813287,2021,10,2023-02-26 16:30:00.505074,2022-06-01 16:30:00.505289
81,52,1,1,73.6135286551329,2021,5,2021-04-26 16:30:00.505075,2022-11-15 16:30:00.505290
82,9,1,10,56.59085142333045,2021,12,2021-10-25 16:30:00.505076,2023-07-11 16:30:00.505290
83,9,4,7,368.3631525998418,2023,1,2021-11-03 16:30:00.505077,2022-07-17 16:30:00.505291
84,41,6,5,40.213888348307435,2023,12,2023-04-30 16:30:00.505078,2023-04-24 16:30:00.505292
85,59,4,3,93.65230922325853,2021,2,2021-05-21 16:30:00.505078,2022-03-14 16:30:00.505293
86,15,3,2,89.53304495737954,2023,4,2022-08-25 16:30:00.505079,2022-10-02 16:30:00.505293
87,33,3,8,66.96762890989386,2023,10,2020-11-09 16:30:00.505080,2022-06-25 16:30:00.505294
88,28,5,5,89.87478918617728,2023,7,2020-12-20 16:30:00.505081,2023-06-10 16:30:00.505295
89,70,4,1,92.51636496933648,2023,11,2020-12-06 16:30:00.505082,2023-04-22 16:30:00.505296
90,61,3,1,84.63435694934304,2022,8,2021-01-23 16:30:00.505083,2021-10-28 16:30:00.505297
91,46,6,9,-500.0,2020,9,2021-03-21 16:30:00.505084,2022-11-09 16:30:00.505297
92,34,6,1,46.43646424409569,2020,10,2021-02-06 16:30:00.505085,2023-07-20 16:30:00.505298
93,24,5,9,79.59075032289314,2021,4,2022-10-25 16:30:00.505085,2021-10-27 16:30:00.505299
94,70,4,3,37.263302978751554,2022,5,2022-03-28 16:30:00.505086,2023-03-21 16:30:00.505300
95,27,1,1,74.93638087232053,2021,1,2020-10-19 16:30:00.505087,2022-05-25 16:30:00.505301
96,40,6,5,48.14203811335208,2021,11,2022-01-19 16:30:00.505088,2022-03-30 16:30:00.505302
97,26,4,2,33.6541305396399,2022,3,2021-07-09 16:30:00.505089,2023-08-24 16:30:00.505303
98,32,4,7,45.6148287680224,2022,11,2022-04-16 16:30:00.505090,2023-08-12 16:30:00.505304
99,47,2,2,11.650945606622187,2023,11,2022-04-23 16:30:00.505091,2023-03-16 16:30:00.505304
100,11,5,4,35.44967557839694,2021,9,2022-01-01 16:30:00.505092,2021-12-02 16:30:00.505305
101,36,1,1,41.5194430561813,2022,9,2023-08-29 16:30:00.505093,2022-09-29 16:30:00.505306
102,12,3,8,5000.0,2023,4,2023-06-27 16:30:00.505094,2022-09-19 16:30:00.505307
103,58,6,3,17.207397382000554,2023,7,2021-03-05 16:30:00.505095,2022-04-27 16:30:00.505308
104,12,5,5,26.023304736439833,2021,5,2021-03-05 16:30:00.505096,2022-09-30 16:30:00.505309
105,44,6,4,85.78840280109546,2021,11,2021-09-30 16:30:00.505096,2022-05-01 16:30:00.505309
106,30,6,8,58.95771368306654,2021,7,2022-06-10 16:30:00.505097,2021-12-25 16:30:00.505310
107,50,6,7,28.714490644357717,2022,7,2020-11-22 16:30:00.505098,2021-11-16 16:30:00.505311
108,40,5,6,99.77266968258559,2023,5,2021-04-02 16:30:00.505099,2022-09-10 16:30:00.505312
109,6,2,5,25.7920600019801,2021,8,2022-07-27 16:30:00.505100,2022-10-13 16:30:00.505313
110,42,4,5,51.37883371656904,2021,2,2021-01-27 16:30:00.505100,2021-11-28 16:30:00.505314
111,24,5,4,73.95197854992286,2021,11,2021-11-10 16:30:00.505101,2023-05-28 16:30:00.505314
112,41,5,4,69.13205405598512,2021,3,2022-12-06 16:30:00.505102,2023-03-23 16:30:00.505315
113,39,4,1,43.35026840560392,2022,3,2021-08-03 16:30:00.505103,2022-09-09 16:30:00.505316
114,32,6,10,77.69976922420457,2021,9,2021-04-16 16:30:00.505104,2023-08-26 16:30:00.505317
115,43,6,10,48.57941062410494,2021,1,2023-06-09 16:30:00.505105,2022-12-25 16:30:00.505318
116,13,3,3,71.54650675477161,2022,8,2023-02-13 16:30:00.505105,2022-01-08 16:30:00.505318
117,70,6,6,49.1376541177529,2020,1,2021-09-29 16:30:00.505106,2021-09-30 16:30:00.505319
118,12,2,7,97.14946851276203,2022,8,2023-09-12 16:30:00.505107,2023-02-25 16:30:00.505320
119,32,4,10,71.61799402916624,2023,4,2022-04-23 16:30:00.505108,2023-07-27 16:30:00.505321
120,29,5,9,9.137723642916374,2021,7,2023-06-10 16:30:00.505109,2023-01-19 16:30:00.505322
121,3,6,9,12.947012637659617,2023,12,2022-01-09 16:30:00.505110,2022-11-21 16:30:00.505323
122,32,5,1,96.65147971332321,2020,9,2021-08-14 16:30:00.505110,2022-10-29 16:30:00.505323
123,52,2,6,22.92283753318002,2022,6,2023-08-29 16:30:00.505111,2022-03-01 16:30:00.505324
124,10,3,9,2.6136048907525855,2021,4,2021-12-03 16:30:00.505112,2022-08-12 16:30:00.505325
125,35,5,7,25.322374817515026,2021,2,2021-11-05 16:30:00.505113,2023-01-21 16:30:00.505326
126,71,1,9,47.97870574496967,2023,2,2022-01-04 16:30:00.505114,2022-09-25 16:30:00.505327
127,10,6,4,95.21685622554448,2023,11,2023-06-19 16:30:00.505114,2023-08-09 16:30:00.505327
128,10,4,9,39.91299021963799,2021,12,2022-07-28 16:30:00.505115,2023-02-03 16:30:00.505328
129,3,5,7,72.35055877822263,2022,1,2023-04-14 16:30:00.505116,2022-12-05 16:30:00.505329
130,2,4,2,83.43625217899383,2021,7,2021-11-24 16:30:00.505117,2021-10-14 16:30:00.505330
131,38,4,5,8.916201761131004,2022,8,2023-01-26 16:30:00.505118,2022-02-23 16:30:00.505331
132,46,3,10,61.189195480060775,2021,4,2023-05-16 16:30:00.505119,2023-09-22 16:30:00.505332
133,64,5,2,99.57843575691612,2022,3,2023-01-09 16:30:00.505120,2023-03-12 16:30:00.505332
134,61,5,5,-500.0,2023,10,2022-02-03 16:30:00.505121,2023-06-21 16:30:00.505333
135,20,6,3,53.448617772668015,2022,9,2021-06-12 16:30:00.505121,2023-05-13 16:30:00.505334
136,13,6,2,34.670253878112725,2021,4,2021-10-31 16:30:00.505122,2023-02-12 16:30:00.505335
137,65,6,3,94.61053956418472,2021,9,2022-06-09 16:30:00.505123,2022-09-16 16:30:00.505336
138,42,1,1,96.95992389771277,2022,7,2023-08-04 16:30:00.505124,2022-04-28 16:30:00.505336
139,10,4,4,10.316984902710391,2021,9,2022-09-19 16:30:00.505125,2022-12-30 16:30:00.505337
140,66,6,7,55.28338602115797,2021,6,2020-11-30 16:30:00.505126,2023-05-07 16:30:00.505338
141,23,2,1,41.962922986529314,2021,4,2021-09-09 16:30:00.505127,2023-04-15 16:30:00.505339
142,23,6,1,67.16461609387466,2020,4,2022-01-17 16:30:00.505127,2023-02-07 16:30:00.505339
143,20,6,2,11.864663656894624,2022,6,2022-02-04 16:30:00.505128,2023-07-13 16:30:00.505340
144,19,3,9,26.533429089601647,2021,11,2021-08-15 16:30:00.505129,2022-11-14 16:30:00.505341
145,41,6,8,27.875337883116092,2021,10,2021-05-20 16:30:00.505130,2022-02-18 16:30:00.505342
146,40,1,9,47.97129393005412,2021,2,2020-10-15 16:30:00.505131,2022-04-24 16:30:00.505343
147,14,4,6,79.32828344714875,2023,6,2021-02-25 16:30:00.505131,2022-04-25 16:30:00.505343
148,66,6,2,85.78475121235483,2021,1,2023-04-30 16:30:00.505132,2022-03-25 16:30:00.505344
149,38,6,6,78.64236400590823,2022,8,2022-08-17 16:30:00.505133,2022-01-22 16:30:00.505345
150,17,2,1,67.68068346699462,2023,1,2021-06-16 16:30:00.505134,2022-03-23 16:30:00.505346
151,27,6,3,8.719275792238957,2022,10,2022-06-11 16:30:00.505136,2022-07-13 16:30:00.505347
152,19,4,9,38.971707317075364,2023,3,2023-07-04 16:30:00.505137,2022-07-06 16:30:00.505348
153,70,3,1,66.87016222424276,2021,3,2022-05-23 16:30:00.505138,2022-02-11 16:30:00.505349
154,5,2,8,29.42477813509059,2021,5,2022-06-26 16:30:00.505139,2022-04-22 16:30:00.505349
155,41,1,3,50.78183971193535,2023,8,2022-05-18 16:30:00.505140,2022-05-30 16:30:00.505350
156,71,5,7,90.5078361876925,2023,1,2021-07-12 16:30:00.505140,2023-03-25 16:30:00.505351
157,27,1,8,11.615703706526205,2023,10,2021-08-13 16:30:00.505141,2022-04-22 16:30:00.505352
158,23,3,1,85.38766539036541,2022,9,2022-07-25 16:30:00.505142,2022-09-29 16:30:00.505353
159,39,3,9,10.582967213640748,2021,2,2022-11-21 16:30:00.505143,2023-03-12 16:30:00.505354
160,56,6,5,38.636443476107694,2021,10,2022-01-24 16:30:00.505143,2022-07-12 16:30:00.505355
161,69,4,2,90.53894035696106,2020,7,2021-09-21 16:30:00.505144,2023-07-15 16:30:00.505355
162,21,6,5,20.12000617915647,2022,2,2023-09-26 16:30:00.505145,2022-12-19 16:30:00.505356
163,7,5,6,52.07426269174332,2022,7,2022-01-07 16:30:00.505146,2023-03-02 16:30:00.505357
164,32,3,2,41.66040326891619,2022,9,2021-04-02 16:30:00.505147,2023-02-06 16:30:00.505358
165,33,2,5,88.79472832020315,2020,10,2020-12-13 16:30:00.505148,2023-05-06 16:30:00.505359
166,9,4,1,99.20646960788638,2023,11,2022-10-14 16:30:00.505148,2023-05-15 16:30:00.505359
167,58,3,7,28.85925611028892,2022,5,2022-12-03 16:30:00.505149,2023-02-27 16:30:00.505360
168,56,4,1,49.24765425448292,2023,7,2023-07-27 16:30:00.505150,2023-09-07 16:30:00.505361
169,71,2,5,89.50051502153464,2021,5,2021-08-30 16:30:00.505151,2023-04-14 16:30:00.505362
170,33,4,6,54.47956764179482,2021,6,2021-04-17 16:30:00.505152,2022-05-19 16:30:00.505363
171,70,5,3,21.462493977480868,2022,8,2021-10-28 16:30:00.505153,2022-09-22 16:30:00.505363
172,57,1,5,75.96623124447221,2021,1,2020-11-11 16:30:00.505153,2023-03-24 16:30:00.505364
173,69,3,7,337.0892991203666,2023,9,2020-12-30 16:30:00.505154,2023-08-09 16:30:00.505365
174,59,5,2,48.597437219962046,2022,8,2021-12-17 16:30:00.505155,2022-09-25 16:30:00.505366
175,2,1,5,0.8561907394052604,2021,1,2023-02-12 16:30:00.505156,2023-07-06 16:30:00.505367
176,51,6,2,98.89670441246217,2022,7,2022-02-07 16:30:00.505157,2022-01-12 16:30:00.505368
177,44,5,7,65.72823624825372,2022,5,2022-03-12 16:30:00.505158,2023-01-28 16:30:00.505368
178,22,4,4,92.58128470566864,2021,10,2021-05-02 16:30:00.505159,2021-11-03 16:30:00.505369
179,34,1,9,96.86852820873311,2022,12,2023-09-05 16:30:00.505159,2021-10-16 16:30:00.505370
180,63,3,9,26.7533682707241,2023,6,2021-12-31 16:30:00.505160,2023-02-24 16:30:00.505371
181,4,1,4,54.05359761823107,2022,3,2023-04-04 16:30:00.505161,2023-07-01 16:30:00.505371
182,54,6,6,44.02512334277048,2022,10,2020-12-25 16:30:00.505162,2022-07-04 16:30:00.505372
183,3,4,6,75.98552175178571,2021,10,2023-02-05 16:30:00.505163,2021-12-08 16:30:00.505373
184,8,1,9,84.23856653329628,2023,9,2020-12-06 16:30:00.505163,2021-11-26 16:30:00.505374
185,46,2,7,22.856016090522544,2020,5,2022-07-04 16:30:00.505164,2023-03-11 16:30:00.505375
186,18,5,10,27.456466309977813,2022,2,2022-04-04 16:30:00.505165,2022-01-20 16:30:00.505375
187,17,6,8,70.62615472551386,2021,10,2021-04-17 16:30:00.505166,2022-10-13 16:30:00.505376
188,18,2,2,41.164305171621464,2022,6,2021-08-26 16:30:00.505167,2023-04-13 16:30:00.505377
189,34,6,3,13.020153534647939,2023,7,2022-06-13 16:30:00.505168,2022-02-17 16:30:00.505378
190,36,1,8,19.53105882385213,2020,7,2023-06-09 16:30:00.505168,2021-10-21 16:30:00.505379
191,51,4,9,56.084931366165,2022,9,2023-03-03 16:30:00.505169,2021-11-11 16:30:00.505379
192,52,6,9,59.84944470487219,2020,1,2020-11-07 16:30:00.505170,2021-10-05 16:30:00.505380
193,23,6,10,96.00715716066203,2023,10,2020-11-09 16:30:00.505171,2023-09-10 16:30:00.505381
194,12,3,9,53.2779953140362,2022,10,2020-11-15 16:30:00.505172,2023-02-18 16:30:00.505382
195,30,5,9,60.89807637733641,2021,2,2022-10-30 16:30:00.505173,2022-11-09 16:30:00.505383
196,63,3,1,14.88547544618255,2021,1,2023-01-06 16:30:00.505174,2022-05-25 16:30:00.505383
197,1,2,5,41.38019179564879,2023,10,2022-02-07 16:30:00.505174,2022-03-12 16:30:00.505384
198,23,5,3,27.979129165520476,2023,9,2023-06-22 16:30:00.505175,2023-08-22 16:30:00.505385
199,68,2,4,69.54228379264254,2021,1,2023-05-12 16:30:00.505176,2023-08-06 16:30:00.505386
200,41,2,6,26.70572511205558,2023,2,2022-07-09 16:30:00.505177,2022-09-18 16:30:00.505387
201,65,3,7,21.44003100600701,2023,6,2023-09-22 16:30:00.505178,2022-05-05 16:30:00.505387
202,57,3,9,36.768439858411774,2021,6,2023-05-25 16:30:00.505179,2022-03-05 16:30:00.505388
203,29,1,6,47.05490562443623,2023,6,2021-05-15 16:30:00.505179,2022-10-06 16:30:00.505389
204,31,1,2,33.83949710142522,2020,9,2023-08-16 16:30:00.505180,2023-05-13 16:30:00.505390
205,41,6,7,60.57321560302136,2022,1,2023-05-16 16:30:00.505181,2022-05-17 16:30:00.505391
206,64,5,6,18.120366885667227,2023,11,2023-06-08 16:30:00.505182,2023-07-21 16:30:00.505391
207,62,6,3,87.99102945666537,2023,6,2023-09-10 16:30:00.505183,2022-04-23 16:30:00.505392
208,29,3,10,69.4171364986253,2021,10,2023-07-19 16:30:00.505183,2022-11-06 16:30:00.505393
209,53,4,2,53.47632180856879,2021,2,2021-11-03 16:30:00.505184,2021-11-17 16:30:00.505394
210,44,5,1,5.81622757311645,2022,8,2021-11-16 16:30:00.505185,2022-02-25 16:30:00.505395
211,72,5,5,32.60066399610153,2021,11,2023-08-21 16:30:00.505186,2021-11-12 16:30:00.505396
212,36,6,9,69.01073689391266,2022,2,2023-09-10 16:30:00.505187,2022-11-13 16:30:00.505397
213,29,1,6,64.50642776594175,2022,9,2022-07-23 16:30:00.505187,2022-01-17 16:30:00.505398
214,7,2,7,81.19541778331114,2021,8,2021-02-10 16:30:00.505188,2022-11-07 16:30:00.505398
215,10,3,5,89.1508543589568,2020,6,2022-08-15 16:30:00.505189,2022-02-19 16:30:00.505399
216,66,6,6,31.536636965384822,2021,9,2022-04-01 16:30:00.505190,2023-06-29 16:30:00.505400
217,48,6,6,49.37306827337068,2020,9,2022-02-01 16:30:00.505191,2022-05-24 16:30:00.505401
218,21,6,5,33.0041610586696,2021,1,2020-10-25 16:30:00.505191,2022-10-17 16:30:00.505402
219,66,5,6,12.792226588170752,2022,3,2022-05-02 16:30:00.505192,2022-07-30 16:30:00.505402
220,27,3,9,14.011709167323072,2021,6,2022-06-07 16:30:00.505193,2023-07-17 16:30:00.505403
221,40,3,9,25.64694451170253,2021,6,2022-09-19 16:30:00.505194,2023-01-03 16:30:00.505404
222,39,5,1,8.802876349734245,2022,4,2022-07-24 16:30:00.505195,2023-07-26 16:30:00.505405
223,39,6,9,53.882553301026704,2020,3,2021-07-19 16:30:00.505196,2021-11-23 16:30:00.505406
224,71,2,2,70.29224414380715,2022,10,2023-05-29 16:30:00.505196,2021-12-06 16:30:00.505406
225,48,4,3,56.3072593302158,2021,3,2022-05-28 16:30:00.505197,2022-11-02 16:30:00.505407
226,22,5,6,68.47667479227295,2022,10,2021-03-16 16:30:00.505198,2023-09-09 16:30:00.505408
227,60,4,6,22.624800773903985,2022,2,2023-07-18 16:30:00.505199,2023-03-28 16:30:00.505409
228,11,2,6,19.940434771043634,2022,7,2021-11-19 16:30:00.505200,2022-10-28 16:30:00.505410
229,16,4,10,56.757484868097706,2022,6,2021-11-28 16:30:00.505201,2023-02-09 16:30:00.505410
230,66,3,2,88.42855938364801,2023,9,2021-06-17 16:30:00.505201,2022-11-12 16:30:00.505411
231,49,5,8,42.22645485970449,2021,7,2023-01-26 16:30:00.505202,2023-01-03 16:30:00.505412
232,23,3,5,0.4236644311168547,2021,6,2023-08-27 16:30:00.505203,2023-01-13 16:30:00.505413
233,20,6,8,2.00516046712097,2022,6,2022-09-15 16:30:00.505204,2022-11-19 16:30:00.505414
234,33,2,8,30.530459301328705,2022,5,2020-11-27 16:30:00.505205,2022-05-17 16:30:00.505415
235,55,3,6,61.537423148949784,2022,10,2023-03-21 16:30:00.505206,2022-07-30 16:30:00.505416
236,28,5,7,8.456543641575164,2022,6,2022-09-15 16:30:00.505207,2023-09-16 16:30:00.505417
237,7,6,2,22.45103439701539,2021,1,2022-07-08 16:30:00.505208,2022-12-01 16:30:00.505418
238,64,2,10,68.0690553975496,2021,12,2022-06-25 16:30:00.505208,2023-04-15 16:30:00.505418
239,51,6,1,98.49919442923573,2022,2,2022-10-02 16:30:00.505209,2021-12-19 16:30:00.505419
240,45,1,3,34.10728072306086,2021,11,2022-01-14 16:30:00.505210,2022-12-05 16:30:00.505420
241,50,5,1,60.11389845517673,2023,4,2023-03-12 16:30:00.505211,2023-08-10 16:30:00.505421
242,66,4,9,51.84298334961871,2022,5,2023-05-31 16:30:00.505212,2023-06-02 16:30:00.505421
243,22,3,8,2.312477768701582,2023,7,2021-12-25 16:30:00.505212,2022-07-14 16:30:00.505422
244,70,4,10,32.98344116436186,2022,9,2022-12-03 16:30:00.505213,2022-07-15 16:30:00.505423
245,6,2,5,13.944117809385492,2022,5,2023-05-23 16:30:00.505214,2022-01-09 16:30:00.505424
246,68,3,4,25.08216790751341,2022,10,2021-04-04 16:30:00.505215,2023-02-18 16:30:00.505425
247,12,2,10,76.99809830135035,2023,10,2022-11-25 16:30:00.505216,2022-12-18 16:30:00.505425
248,33,1,6,68.12025798410788,2022,2,2022-06-13 16:30:00.505217,2022-09-28 16:30:00.505426
249,13,6,6,4.102292915434891,2021,2,2023-07-02 16:30:00.505217,2021-11-28 16:30:00.505427
250,35,6,6,7.73751220987744,2022,12,2022-02-19 16:30:00.505218,2022-02-26 16:30:00.505428
251,11,2,7,72.49292209653437,2022,3,2021-10-23 16:30:00.505219,2022-05-10 16:30:00.505429
252,18,5,5,10.320969894518072,2021,5,2023-06-01 16:30:00.505220,2022-02-16 16:30:00.505429
253,11,4,8,31.70199859809295,2021,7,2023-03-30 16:30:00.505220,2022-12-14 16:30:00.505430
254,57,5,10,26.933762825747554,2022,2,2021-04-05 16:30:00.505221,2022-01-13 16:30:00.505431
255,31,6,6,4.976651342031979,2023,3,2022-08-14 16:30:00.505222,2023-01-09 16:30:00.505432
